Chi: 100.000000	tcc [code units]: 8.904371e-02	Mcl [Solar mass]: 1.445491e+00	mu: 0.672442	 [code time] = 3.085678e+13 s

t/tcc		t/tdrag		M(rho>rhocl/3)/Mcl	deltav/vwind
4.784105e+00	4.784105e-01	2.799879e+00		-2.748815e-01
4.795308e+00	4.795308e-01	2.812316e+00		-2.809214e-01
4.806608e+00	4.806608e-01	2.823539e+00		-2.846608e-01
4.817823e+00	4.817823e-01	2.833332e+00		-2.366128e-01
4.829041e+00	4.829041e-01	2.841882e+00		-2.467062e-01
4.840261e+00	4.840261e-01	2.849346e+00		-2.557070e-01
4.851478e+00	4.851478e-01	3.117948e+00		-2.635537e-01
4.862777e+00	4.862777e-01	3.127142e+00		-2.706500e-01
4.873981e+00	4.873981e-01	3.135141e+00		-1.611544e-01
4.885188e+00	4.885188e-01	3.141610e+00		-1.757377e-01
4.896414e+00	4.896414e-01	3.146701e+00		-1.893362e-01
4.907674e+00	4.907674e-01	3.025828e+00		-2.019563e-01
4.918899e+00	4.918899e-01	3.041671e+00		-2.136364e-01
4.930109e+00	4.930109e-01	3.054632e+00		-2.246015e-01
4.941320e+00	4.941320e-01	3.064891e+00		-2.348973e-01
4.952550e+00	4.952550e-01	3.072403e+00		-2.444580e-01
4.963818e+00	4.963818e-01	3.077165e+00		-2.534029e-01
4.975056e+00	4.975056e-01	3.339801e+00		-2.618127e-01
4.986282e+00	4.986282e-01	3.343107e+00		-2.699401e-01
4.997511e+00	4.997511e-01	3.486874e+00		-2.779240e-01
5.008716e+00	5.008716e-01	3.501793e+00		-2.856496e-01
5.019939e+00	5.019939e-01	3.514550e+00		-2.923768e-01
5.031171e+00	5.031171e-01	3.525371e+00		-2.971510e-01
5.042408e+00	5.042408e-01	3.534328e+00		-2.992900e-01
5.053649e+00	5.053649e-01	3.283362e+00		-2.493121e-01
5.064892e+00	5.064892e-01	3.294117e+00		-2.596951e-01
5.076133e+00	5.076133e-01	3.303979e+00		-2.688662e-01
5.087369e+00	5.087369e-01	3.313288e+00		-2.767988e-01
5.098598e+00	5.098598e-01	3.321777e+00		-2.836944e-01
5.109829e+00	5.109829e-01	3.328449e+00		-1.856328e-01
5.121077e+00	5.121077e-01	3.333274e+00		-1.998245e-01
5.132278e+00	5.132278e-01	3.336158e+00		-2.128795e-01
5.143532e+00	5.143532e-01	3.217788e+00		-2.249867e-01
5.154693e+00	5.154693e-01	3.497319e+00		-2.360941e-01
5.165942e+00	5.165942e-01	3.513214e+00		-2.464842e-01
5.177217e+00	5.177217e-01	3.525645e+00		-2.560874e-01
5.188454e+00	5.188454e-01	3.534568e+00		-2.649175e-01
5.199672e+00	5.199672e-01	3.540075e+00		-2.730590e-01
5.210888e+00	5.210888e-01	3.676421e+00		-2.807829e-01
5.222119e+00	5.222119e-01	3.692955e+00		-2.882958e-01
5.233326e+00	5.233326e-01	3.707411e+00		-2.956063e-01
5.244548e+00	5.244548e-01	3.719481e+00		-3.023370e-01
5.255781e+00	5.255781e-01	3.729469e+00		-3.073814e-01
5.267022e+00	5.267022e-01	3.737483e+00		-3.100671e-01
5.278269e+00	5.278269e-01	3.743639e+00		-2.503387e-01
5.289519e+00	5.289519e-01	3.747812e+00		-2.614719e-01
5.300689e+00	5.300689e-01	3.750168e+00		-2.714521e-01
5.311938e+00	5.311938e-01	3.750698e+00		-2.800672e-01
5.323182e+00	5.323182e-01	3.495495e+00		-2.880725e-01
5.334434e+00	5.334434e-01	3.767424e+00		-2.944898e-01
5.345631e+00	5.345631e-01	3.778990e+00		-2.089766e-01
5.356870e+00	5.356870e-01	3.788231e+00		-2.221571e-01
5.368090e+00	5.368090e-01	3.671279e+00		-2.343940e-01
5.379310e+00	5.379310e-01	3.690177e+00		-2.457428e-01
5.390548e+00	5.390548e-01	3.705236e+00		-2.562980e-01
5.401823e+00	5.401823e-01	3.716439e+00		-2.660553e-01
5.412997e+00	5.412997e-01	3.723733e+00		-2.748826e-01
5.424243e+00	5.424243e-01	3.857787e+00		-2.829769e-01
5.435502e+00	5.435502e-01	3.875697e+00		-2.905471e-01
5.446707e+00	5.446707e-01	3.891287e+00		-2.977731e-01
5.457993e+00	5.457993e-01	3.904362e+00		-3.048271e-01
5.469213e+00	5.469213e-01	3.914867e+00		-3.113264e-01
5.480447e+00	5.480447e-01	3.923177e+00		-3.162320e-01
5.491613e+00	5.491613e-01	3.929413e+00		-3.187636e-01
5.502868e+00	5.502868e-01	3.933658e+00		-2.511132e-01
5.514130e+00	5.514130e-01	3.936003e+00		-2.628557e-01
5.525317e+00	5.525317e-01	4.205873e+00		-2.732161e-01
5.536583e+00	5.536583e-01	4.213249e+00		-2.828436e-01
5.547776e+00	5.547776e-01	4.217941e+00		-2.918359e-01
5.559065e+00	5.559065e-01	4.219914e+00		-3.003950e-01
5.570238e+00	5.570238e-01	3.966223e+00		-2.182500e-01
5.581466e+00	5.581466e-01	3.974070e+00		-2.313561e-01
5.592691e+00	5.592691e-01	3.854895e+00		-2.435850e-01
5.603931e+00	5.603931e-01	3.872188e+00		-2.549832e-01
5.615204e+00	5.615204e-01	3.885198e+00		-2.656002e-01
5.626377e+00	5.626377e-01	3.893864e+00		-2.752701e-01
5.637619e+00	5.637619e-01	4.030684e+00		-2.840402e-01
5.648872e+00	5.648872e-01	4.049834e+00		-2.919784e-01
5.660076e+00	5.660076e-01	4.066344e+00		-2.993083e-01
5.671339e+00	5.671339e-01	4.079989e+00		-3.063245e-01
5.682548e+00	5.682548e-01	4.090535e+00		-3.130471e-01
5.693776e+00	5.693776e-01	4.098699e+00		-3.192024e-01
5.705022e+00	5.705022e-01	4.365783e+00		-3.236782e-01
5.716284e+00	5.716284e-01	4.380626e+00		-3.256811e-01
5.727482e+00	5.727482e-01	4.393244e+00		-2.540143e-01
5.738691e+00	5.738691e-01	4.403520e+00		-2.660459e-01
5.749983e+00	5.749983e-01	4.410906e+00		-2.772653e-01
5.761206e+00	5.761206e-01	4.415304e+00		-2.873709e-01
5.772374e+00	5.772374e-01	4.416737e+00		-2.967649e-01
5.783652e+00	5.783652e-01	4.415248e+00		-3.058702e-01
5.794834e+00	5.794834e-01	4.410670e+00		-2.282787e-01
5.806087e+00	5.806087e-01	4.148377e+00		-2.412325e-01
5.817356e+00	5.817356e-01	4.029434e+00		-2.533820e-01
5.828583e+00	5.828583e-01	4.043657e+00		-2.646816e-01
5.839787e+00	5.839787e-01	4.053334e+00		-2.751618e-01
5.850984e+00	5.850984e-01	4.198082e+00		-2.847308e-01
5.862270e+00	5.862270e-01	4.218734e+00		-2.933367e-01
5.873508e+00	5.873508e-01	4.236426e+00		-3.010870e-01
5.884743e+00	5.884743e-01	4.250539e+00		-3.082809e-01
5.895933e+00	5.895933e-01	4.521743e+00		-3.151089e-01
5.907148e+00	5.907148e-01	4.542638e+00		-3.216578e-01
5.918387e+00	5.918387e-01	4.560949e+00		-3.274115e-01
5.929647e+00	5.929647e-01	4.576829e+00		-3.312353e-01
5.940850e+00	5.940850e-01	4.590200e+00		-3.323164e-01
5.952070e+00	5.952070e-01	4.600542e+00		-2.646344e-01
5.963305e+00	5.963305e-01	4.607655e+00		-2.770116e-01
5.974551e+00	5.974551e-01	4.611448e+00		-2.883436e-01
5.985820e+00	5.985820e-01	4.611854e+00		-2.981659e-01
5.997052e+00	5.997052e-01	4.608955e+00		-3.073513e-01
6.008267e+00	6.008267e-01	4.603200e+00		-3.160852e-01
6.019480e+00	6.019480e-01	4.594296e+00		-2.412219e-01
6.030710e+00	6.030710e-01	4.582252e+00		-2.540743e-01
6.041973e+00	6.041973e-01	4.200102e+00		-2.661840e-01
6.053140e+00	6.053140e-01	4.342971e+00		-2.774277e-01
6.064376e+00	6.064376e-01	4.367834e+00		-2.879412e-01
6.075623e+00	6.075623e-01	4.389334e+00		-2.974264e-01
6.086823e+00	6.086823e-01	4.407026e+00		-3.058652e-01
6.098079e+00	6.098079e-01	4.692972e+00		-3.135905e-01
6.109289e+00	6.109289e-01	4.717787e+00		-3.207847e-01
6.120527e+00	6.120527e-01	4.739628e+00		-3.276603e-01
6.131793e+00	6.131793e-01	4.758694e+00		-3.341011e-01
6.143008e+00	6.143008e-01	4.774908e+00		-3.391364e-01
6.154245e+00	6.154245e-01	4.787940e+00		-3.418614e-01
6.165502e+00	6.165502e-01	4.797397e+00		-3.415615e-01
6.176702e+00	6.176702e-01	4.803412e+00		-2.776425e-01
6.187919e+00	6.187919e-01	4.806060e+00		-2.900901e-01
6.199162e+00	6.199162e-01	4.805379e+00		-3.010016e-01
6.210375e+00	6.210375e-01	4.801608e+00		-3.104808e-01
6.221647e+00	6.221647e-01	4.794574e+00		-3.198983e-01
6.232849e+00	6.232849e-01	4.783929e+00		-3.278805e-01
6.244070e+00	6.244070e-01	4.769194e+00		-2.582622e-01
6.255330e+00	6.255330e-01	4.628098e+00		-2.709019e-01
6.266571e+00	6.266571e-01	4.514856e+00		-2.827531e-01
6.277811e+00	6.277811e-01	4.540155e+00		-2.938109e-01
6.288991e+00	6.288991e-01	4.831452e+00		-3.038297e-01
6.300275e+00	6.300275e-01	4.864263e+00		-3.128112e-01
6.311488e+00	6.311488e-01	4.893259e+00		-3.208310e-01
6.322734e+00	6.322734e-01	4.918820e+00		-3.282209e-01
6.333938e+00	6.333938e-01	4.941072e+00		-3.351473e-01
6.345174e+00	6.345174e-01	4.960205e+00		-3.416865e-01
6.356366e+00	6.356366e-01	4.975731e+00		-3.471792e-01
6.367659e+00	6.367659e-01	4.987506e+00		-3.505732e-01
6.378830e+00	6.378830e-01	4.995418e+00		-3.510573e-01
6.390098e+00	6.390098e-01	4.999673e+00		-2.804824e-01
6.401317e+00	6.401317e-01	4.999917e+00		-2.932924e-01
6.412573e+00	6.412573e-01	4.995997e+00		-3.051424e-01
6.423739e+00	6.423739e-01	4.988339e+00		-3.150030e-01
6.434977e+00	6.434977e-01	4.976829e+00		-3.243306e-01
6.446230e+00	6.446230e-01	4.961613e+00		-3.334542e-01
6.457445e+00	6.457445e-01	4.942078e+00		-2.646573e-01
6.468710e+00	6.468710e-01	4.941745e+00		-2.775058e-01
6.479897e+00	6.479897e-01	5.218369e+00		-2.895100e-01
6.491169e+00	6.491169e-01	4.987277e+00		-3.008191e-01
6.502394e+00	6.502394e-01	5.023077e+00		-3.111324e-01
6.513582e+00	6.513582e-01	5.054249e+00		-3.202479e-01
6.524812e+00	6.524812e-01	5.081300e+00		-3.284375e-01
6.536085e+00	6.536085e-01	5.104646e+00		-3.359092e-01
6.547327e+00	6.547327e-01	5.124205e+00		-3.427690e-01
6.558539e+00	6.558539e-01	5.139917e+00		-3.491569e-01
6.569796e+00	6.569796e-01	5.151786e+00		-3.546396e-01
6.581022e+00	6.581022e-01	5.159250e+00		-3.580214e-01
6.592219e+00	6.592219e-01	5.162598e+00		-3.585758e-01
6.603461e+00	6.603461e-01	5.162076e+00		-2.818299e-01
6.614680e+00	6.614680e-01	5.157927e+00		-2.952815e-01
6.625893e+00	6.625893e-01	5.150170e+00		-3.080329e-01
6.637188e+00	6.637188e-01	5.138221e+00		-3.188841e-01
6.648359e+00	6.648359e-01	5.121791e+00		-3.281834e-01
6.659644e+00	6.659644e-01	5.233447e+00		-3.375722e-01
6.670836e+00	6.670836e-01	5.495879e+00		-2.722227e-01
6.682100e+00	6.682100e-01	5.376964e+00		-2.848517e-01
6.693300e+00	6.693300e-01	5.397165e+00		-2.967132e-01
6.704525e+00	6.704525e-01	5.413184e+00		-3.078037e-01
6.715773e+00	6.715773e-01	5.180470e+00		-3.179667e-01
6.727008e+00	6.727008e-01	5.208804e+00		-3.270599e-01
6.738230e+00	6.738230e-01	5.233336e+00		-3.352090e-01
6.749443e+00	6.749443e-01	5.253575e+00		-3.424899e-01
6.760724e+00	6.760724e-01	5.269394e+00		-3.490758e-01
6.771921e+00	6.771921e-01	5.280791e+00		-3.549020e-01
6.783110e+00	6.783110e-01	5.287689e+00		-3.596494e-01
6.794369e+00	6.794369e-01	5.289955e+00		-3.623194e-01
6.805622e+00	6.805622e-01	5.287728e+00		-3.623526e-01
6.816872e+00	6.816872e-01	5.280360e+00		-2.812351e-01
6.828054e+00	6.828054e-01	5.268247e+00		-2.946488e-01
6.839337e+00	6.839337e-01	5.251290e+00		-3.077126e-01
6.850504e+00	6.850504e-01	5.229895e+00		-3.188750e-01
6.861723e+00	6.861723e-01	5.618877e+00		-3.283153e-01
6.873008e+00	6.873008e-01	5.628153e+00		-3.377312e-01
6.884217e+00	6.884217e-01	5.635505e+00		-3.457697e-01
6.895440e+00	6.895440e-01	5.512915e+00		-2.901059e-01
6.906665e+00	6.906665e-01	5.529182e+00		-3.016340e-01
6.917899e+00	6.917899e-01	5.541346e+00		-3.123915e-01
6.929140e+00	6.929140e-01	5.295591e+00		-3.222750e-01
6.940392e+00	6.940392e-01	5.320198e+00		-3.313406e-01
6.951576e+00	6.951576e-01	5.339784e+00		-3.393265e-01
6.962856e+00	6.962856e-01	5.354643e+00		-3.464161e-01
6.974073e+00	6.974073e-01	5.363767e+00		-3.526379e-01
6.985308e+00	6.985308e-01	5.367431e+00		-3.580639e-01
6.996562e+00	6.996562e-01	5.365583e+00		-3.621697e-01
7.007756e+00	7.007756e-01	5.358700e+00		-3.639997e-01
7.018972e+00	7.018972e-01	5.346806e+00		-3.636178e-01
7.030215e+00	7.030215e-01	5.329799e+00		-2.807825e-01
7.041419e+00	7.041419e-01	5.307939e+00		-2.939175e-01
7.052676e+00	7.052676e-01	5.698068e+00		-3.067222e-01
7.063920e+00	7.063920e-01	5.706862e+00		-3.178701e-01
7.075161e+00	7.075161e-01	5.713534e+00		-3.271775e-01
7.086327e+00	7.086327e-01	5.717643e+00		-3.361886e-01
7.097580e+00	7.097580e-01	5.719313e+00		-3.447952e-01
7.108862e+00	7.108862e-01	5.591644e+00		-2.933456e-01
7.120088e+00	7.120088e-01	5.602569e+00		-3.044629e-01
7.131261e+00	7.131261e-01	5.609105e+00		-3.147915e-01
7.142555e+00	7.142555e-01	5.350971e+00		-3.244905e-01
7.153721e+00	7.153721e-01	5.367917e+00		-3.333200e-01
7.165016e+00	7.165016e-01	5.379252e+00		-3.412499e-01
7.176187e+00	7.176187e-01	5.384866e+00		-3.480902e-01
7.187406e+00	7.187406e-01	5.385019e+00		-3.540884e-01
7.198676e+00	7.198676e-01	5.379640e+00		-3.592374e-01
7.209912e+00	7.209912e-01	5.368445e+00		-3.629497e-01
7.221117e+00	7.221117e-01	5.351655e+00		-3.643118e-01
7.232378e+00	7.232378e-01	5.597047e+00		-3.638788e-01
7.243617e+00	7.243617e-01	5.861410e+00		-2.818503e-01
7.254843e+00	7.254843e-01	5.872272e+00		-2.947190e-01
7.266064e+00	7.266064e-01	5.880287e+00		-3.071231e-01
7.277274e+00	7.277274e-01	5.884787e+00		-3.179899e-01
7.288524e+00	7.288524e-01	5.886108e+00		-3.270828e-01
7.299728e+00	7.299728e-01	5.884216e+00		-3.357260e-01
7.310983e+00	7.310983e-01	5.878664e+00		-3.442963e-01
7.322205e+00	7.322205e-01	5.743561e+00		-2.957234e-01
7.333402e+00	7.333402e-01	5.874821e+00		-3.064699e-01
7.344672e+00	7.344672e-01	5.872711e+00		-3.165886e-01
7.355927e+00	7.355927e-01	5.605408e+00		-3.260289e-01
7.367075e+00	7.367075e-01	5.614282e+00		-3.345706e-01
7.378397e+00	7.378397e-01	5.489825e+00		-3.423631e-01
7.389611e+00	7.389611e-01	5.490814e+00		-3.491906e-01
7.400812e+00	7.400812e-01	5.486485e+00		-3.550980e-01
7.412000e+00	7.412000e-01	5.476013e+00		-3.600754e-01
7.423266e+00	7.423266e-01	5.737656e+00		-3.637363e-01
7.434476e+00	7.434476e-01	5.882407e+00		-3.650024e-01
7.445721e+00	7.445721e-01	5.897084e+00		-3.647738e-01
7.457010e+00	7.457010e-01	5.907540e+00		-2.869588e-01
7.468156e+00	7.468156e-01	5.913406e+00		-2.997186e-01
7.479464e+00	7.479464e-01	6.048558e+00		-3.120919e-01
7.490648e+00	7.490648e-01	6.051227e+00		-3.228425e-01
7.501916e+00	7.501916e-01	6.049745e+00		-3.319379e-01
7.513070e+00	7.513070e-01	6.044009e+00		-3.404450e-01
7.524315e+00	7.524315e-01	6.034039e+00		-3.489927e-01
7.535550e+00	7.535550e-01	5.895581e+00		-3.001584e-01
7.546772e+00	7.546772e-01	5.890693e+00		-3.109044e-01
7.558083e+00	7.558083e-01	5.879910e+00		-3.210680e-01
7.569272e+00	7.569272e-01	5.607075e+00		-3.303082e-01
7.580535e+00	7.580535e-01	5.609465e+00		-3.388097e-01
7.591714e+00	7.591714e-01	5.605593e+00		-3.464028e-01
7.602912e+00	7.602912e-01	5.866942e+00		-3.532952e-01
7.614140e+00	7.614140e-01	5.883354e+00		-3.596999e-01
7.625405e+00	7.625405e-01	5.908427e+00		-3.654395e-01
7.636609e+00	7.636609e-01	5.927855e+00		-3.697329e-01
7.647870e+00	7.647870e-01	6.077275e+00		-3.715762e-01
7.659087e+00	7.659087e-01	6.092634e+00		-3.720286e-01
7.670377e+00	7.670377e-01	6.103269e+00		-3.109937e-01
7.681523e+00	7.681523e-01	6.108700e+00		-3.235298e-01
7.692742e+00	7.692742e-01	6.108933e+00		-3.354729e-01
7.704035e+00	7.704035e-01	6.103873e+00		-3.457036e-01
7.715287e+00	7.715287e-01	6.094053e+00		-3.540580e-01
7.726495e+00	7.726495e-01	6.080019e+00		-3.617381e-01
7.737772e+00	7.737772e-01	6.061832e+00		-3.688623e-01
7.749002e+00	7.749002e-01	5.920901e+00		-3.147945e-01
7.760229e+00	7.760229e-01	5.909224e+00		-3.259343e-01
7.771448e+00	7.771448e-01	5.892359e+00		-3.363018e-01
7.782670e+00	7.782670e-01	5.875595e+00		-3.457149e-01
7.793906e+00	7.793906e-01	5.895683e+00		-3.541900e-01
7.805054e+00	7.805054e-01	6.056555e+00		-3.618364e-01
7.816357e+00	7.816357e-01	5.957020e+00		-3.690832e-01
7.827592e+00	7.827592e-01	6.122406e+00		-3.759273e-01
7.838765e+00	7.838765e-01	6.151360e+00		-3.819300e-01
7.849997e+00	7.849997e-01	6.174613e+00		-3.860849e-01
7.861290e+00	7.861290e-01	6.192278e+00		-3.875834e-01
7.872526e+00	7.872526e-01	6.204247e+00		-3.230561e-01
7.883701e+00	7.883701e-01	6.210517e+00		-3.359328e-01
7.894930e+00	7.894930e-01	6.211459e+00		-3.479884e-01
7.906208e+00	7.906208e-01	6.207229e+00		-3.591425e-01
7.917409e+00	7.917409e-01	6.198201e+00		-3.683453e-01
7.928591e+00	7.928591e-01	6.185128e+00		-3.761032e-01
7.939841e+00	7.939841e-01	6.168280e+00		-3.835754e-01
7.951048e+00	7.951048e-01	6.020155e+00		-3.238679e-01
7.962343e+00	7.962343e-01	6.011007e+00		-3.354902e-01
7.973502e+00	7.973502e-01	6.267937e+00		-3.461869e-01
7.984774e+00	7.984774e-01	6.404369e+00		-3.560517e-01
7.996053e+00	7.996053e-01	6.177558e+00		-3.648970e-01
8.007228e+00	8.007228e-01	6.349088e+00		-3.727595e-01
8.018425e+00	8.018425e-01	6.258591e+00		-3.799877e-01
8.029647e+00	8.029647e-01	6.298130e+00		-3.868093e-01
8.040898e+00	8.040898e-01	6.331210e+00		-3.931666e-01
8.052178e+00	8.052178e-01	6.358174e+00		-3.981194e-01
8.063367e+00	8.063367e-01	6.378970e+00		-4.004409e-01
8.074585e+00	8.074585e-01	6.393690e+00		-4.008845e-01
8.085828e+00	8.085828e-01	6.402548e+00		-3.485232e-01
8.097093e+00	8.097093e-01	6.405893e+00		-3.606709e-01
8.108343e+00	8.108343e-01	6.403981e+00		-3.719129e-01
8.119511e+00	8.119511e-01	6.397347e+00		-3.812822e-01
8.130838e+00	8.130838e-01	6.386002e+00		-3.890737e-01
8.141978e+00	8.141978e-01	6.370995e+00		-3.962764e-01
8.153295e+00	8.153295e-01	6.352021e+00		-3.352972e-01
8.164448e+00	8.164448e-01	6.487826e+00		-3.465904e-01
8.175683e+00	8.175683e-01	6.636567e+00		-3.571632e-01
8.186893e+00	8.186893e-01	6.660907e+00		-3.667829e-01
8.198203e+00	8.198203e-01	6.567598e+00		-3.754728e-01
8.209386e+00	8.209386e-01	6.615047e+00		-3.831553e-01
8.220680e+00	8.220680e-01	6.530947e+00		-3.902301e-01
8.231853e+00	8.231853e-01	6.571800e+00		-3.967688e-01
8.243137e+00	8.243137e-01	6.606258e+00		-4.028093e-01
8.254299e+00	8.254299e-01	6.633892e+00		-4.074418e-01
8.265571e+00	8.265571e-01	6.655276e+00		-4.095987e-01
8.276834e+00	8.276834e-01	6.670259e+00		-4.101987e-01
8.287969e+00	8.287969e-01	6.679158e+00		-3.609181e-01
8.299205e+00	8.299205e-01	6.682547e+00		-3.728356e-01
8.310511e+00	8.310511e-01	6.680563e+00		-3.838915e-01
8.321719e+00	8.321719e-01	6.673364e+00		-3.928378e-01
8.332950e+00	8.332950e-01	6.661575e+00		-4.001837e-01
8.344214e+00	8.344214e-01	6.645914e+00		-4.072207e-01
8.355410e+00	8.355410e-01	6.901143e+00		-3.477452e-01
8.366664e+00	8.366664e-01	6.926639e+00		-3.587032e-01
8.377874e+00	8.377874e-01	6.955769e+00		-3.687559e-01
8.389049e+00	8.389049e-01	6.980980e+00		-3.778517e-01
8.400307e+00	8.400307e-01	6.897923e+00		-3.860426e-01
8.411541e+00	8.411541e-01	6.817768e+00		-3.933770e-01
8.422753e+00	8.422753e-01	6.863564e+00		-4.000677e-01
8.434052e+00	8.434052e-01	6.902364e+00		-4.062579e-01
8.445218e+00	8.445218e-01	6.933723e+00		-4.114916e-01
8.456468e+00	8.456468e-01	6.958347e+00		-4.151370e-01
8.467692e+00	8.467692e-01	6.976142e+00		-4.165195e-01
8.478889e+00	8.478889e-01	6.987664e+00		-4.168309e-01
8.490167e+00	8.490167e-01	6.993229e+00		-3.732051e-01
8.501417e+00	8.501417e-01	6.993051e+00		-3.848771e-01
8.512634e+00	8.512634e-01	6.987301e+00		-3.949430e-01
8.523871e+00	8.523871e-01	6.976350e+00		-4.029084e-01
8.535126e+00	8.535126e-01	6.961020e+00		-4.099127e-01
8.546303e+00	8.546303e-01	7.215574e+00		-3.493748e-01
8.557518e+00	8.557518e-01	7.231383e+00		-3.602552e-01
8.568779e+00	8.568779e-01	7.262827e+00		-3.704955e-01
8.579992e+00	8.579992e-01	7.289966e+00		-3.798291e-01
8.591269e+00	8.591269e-01	7.063074e+00		-3.882853e-01
8.602513e+00	8.602513e-01	7.112288e+00		-3.958249e-01
8.613728e+00	8.613728e-01	7.160260e+00		-4.026113e-01
8.624914e+00	8.624914e-01	7.200503e+00		-4.087587e-01
8.636174e+00	8.636174e-01	7.233577e+00		-4.141065e-01
8.647406e+00	8.647406e-01	7.259188e+00		-4.183173e-01
8.658610e+00	8.658610e-01	7.277613e+00		-4.203781e-01
8.669889e+00	8.669889e-01	7.289469e+00		-4.213420e-01
8.681040e+00	8.681040e-01	7.294870e+00		-3.724221e-01
8.692270e+00	8.692270e-01	7.294387e+00		-3.842529e-01
8.703576e+00	8.703576e-01	7.288079e+00		-3.951794e-01
8.714757e+00	8.714757e-01	7.276203e+00		-4.039602e-01
8.725986e+00	8.725986e-01	7.259261e+00		-4.110876e-01
8.737255e+00	8.737255e-01	7.513177e+00		-4.179664e-01
8.748458e+00	8.748458e-01	7.651097e+00		-3.612908e-01
8.759702e+00	8.759702e-01	7.549215e+00		-3.716527e-01
8.770900e+00	8.770900e-01	7.576012e+00		-3.811648e-01
8.782158e+00	8.782158e-01	7.598345e+00		-3.898646e-01
8.793384e+00	8.793384e-01	7.513892e+00		-3.976389e-01
8.804583e+00	8.804583e-01	7.428895e+00		-4.045924e-01
8.815855e+00	8.815855e-01	7.469964e+00		-4.108576e-01
8.827105e+00	8.827105e-01	7.503071e+00		-4.162355e-01
8.838334e+00	8.838334e-01	7.528355e+00		-4.206478e-01
8.849545e+00	8.849545e-01	7.546180e+00		-4.232710e-01
8.860739e+00	8.860739e-01	7.556951e+00		-4.245403e-01
8.872015e+00	8.872015e-01	7.561126e+00		-4.246485e-01
8.883277e+00	8.883277e-01	7.558841e+00		-3.834637e-01
8.894431e+00	8.894431e-01	7.550527e+00		-3.947614e-01
8.905653e+00	8.905653e-01	7.536002e+00		-4.044456e-01
8.916933e+00	8.916933e-01	7.515678e+00		-4.121216e-01
8.928189e+00	8.928189e-01	7.771423e+00		-4.189525e-01
8.939340e+00	8.939340e-01	7.905704e+00		-3.624785e-01
8.950570e+00	8.950570e-01	7.795641e+00		-3.728652e-01
8.961859e+00	8.961859e-01	7.820174e+00		-3.826151e-01
8.973121e+00	8.973121e-01	7.974138e+00		-3.915330e-01
8.984268e+00	8.984268e-01	7.744308e+00		-3.994745e-01
8.995495e+00	8.995495e-01	7.785961e+00		-4.066136e-01
9.006804e+00	9.006804e-01	7.691760e+00		-4.129909e-01
9.018010e+00	9.018010e-01	7.723840e+00		-4.184059e-01
9.029209e+00	9.029209e-01	7.747789e+00		-4.229097e-01
9.040498e+00	9.040498e-01	7.764196e+00		-4.259603e-01
9.051691e+00	9.051691e-01	7.773055e+00		-4.274265e-01
9.062883e+00	9.062883e-01	7.774944e+00		-4.280307e-01
9.074168e+00	9.074168e-01	7.770157e+00		-3.824538e-01
9.085361e+00	9.085361e-01	7.758655e+00		-3.941360e-01
9.096650e+00	9.096650e-01	7.740291e+00		-4.047101e-01
9.107850e+00	9.107850e-01	7.984197e+00		-4.130855e-01
9.119059e+00	9.119059e-01	8.100149e+00		-4.200154e-01
9.130279e+00	9.130279e-01	8.110422e+00		-4.263300e-01
9.141491e+00	9.141491e-01	8.123335e+00		-3.740132e-01
9.152781e+00	9.152781e-01	8.149367e+00		-3.838975e-01
9.163969e+00	9.163969e-01	8.169611e+00		-3.929268e-01
9.175248e+00	9.175248e-01	8.185330e+00		-4.011888e-01
9.186434e+00	9.186434e-01	7.958912e+00		-4.085064e-01
9.197719e+00	9.197719e-01	7.989576e+00		-4.149740e-01
9.208917e+00	9.208917e-01	8.010625e+00		-4.204659e-01
9.220122e+00	9.220122e-01	8.161270e+00		-4.250735e-01
9.231335e+00	9.231335e-01	8.175323e+00		-4.284334e-01
9.242558e+00	9.242558e-01	8.180857e+00		-4.301253e-01
9.253792e+00	9.253792e-01	8.178239e+00		-4.310598e-01
9.265042e+00	9.265042e-01	8.167193e+00		-3.805509e-01
9.276316e+00	9.276316e-01	8.147971e+00		-3.926445e-01
9.287525e+00	9.287525e-01	8.221355e+00		-4.039776e-01
9.298769e+00	9.298769e-01	8.231770e+00		-4.134885e-01
9.309957e+00	9.309957e-01	8.238918e+00		-4.210060e-01
9.321248e+00	9.321248e-01	8.640750e+00		-4.276774e-01
9.332437e+00	9.332437e-01	8.653598e+00		-3.746584e-01
9.343723e+00	9.343723e-01	8.548502e+00		-3.846013e-01
9.354923e+00	9.354923e-01	8.568004e+00		-3.937413e-01
9.366137e+00	9.366137e-01	8.581163e+00		-4.021074e-01
9.377369e+00	9.377369e-01	8.334379e+00		-4.096243e-01
9.388622e+00	9.388622e-01	8.362568e+00		-4.162064e-01
9.399801e+00	9.399801e-01	8.379772e+00		-4.218423e-01
9.411100e+00	9.411100e-01	8.386751e+00		-4.266383e-01
9.422332e+00	9.422332e-01	8.256462e+00		-4.303154e-01
9.433502e+00	9.433502e-01	8.252542e+00		-4.323143e-01
9.444715e+00	9.444715e-01	8.558669e+00		-4.335534e-01
9.455976e+00	9.455976e-01	8.844571e+00		-3.781901e-01
9.467178e+00	9.467178e-01	8.865944e+00		-3.903750e-01
9.478470e+00	9.478470e-01	9.003388e+00		-4.023083e-01
9.489656e+00	9.489656e-01	9.016866e+00		-4.128111e-01
