Chi: 100.000000	tcc [code units]: 8.904371e-02	Mcl [Solar mass]: 1.445491e+00	mu: 0.672442	 [code time] = 3.085678e+13 s

t/tcc		t/tdrag		M(rho>rhocl/3)/Mcl	deltav/vwind
9.500944e+00	9.500944e-01	9.022675e+00		-4.213794e-01
9.512147e+00	9.512147e-01	9.021390e+00		-4.285577e-01
9.523369e+00	9.523369e-01	9.012458e+00		-3.749053e-01
9.534619e+00	9.534619e-01	8.876769e+00		-3.847787e-01
9.545800e+00	9.545800e-01	8.620356e+00		-3.940617e-01
9.557016e+00	9.557016e-01	8.617514e+00		-4.026270e-01
9.568271e+00	9.568271e-01	8.607089e+00		-4.103461e-01
9.579476e+00	9.579476e-01	8.349343e+00		-4.170700e-01
9.590740e+00	9.590740e-01	8.886896e+00		-4.228958e-01
9.601965e+00	9.601965e-01	8.928866e+00		-4.278351e-01
9.613187e+00	9.613187e-01	8.961082e+00		-4.317733e-01
9.624390e+00	9.624390e-01	9.095707e+00		-4.342046e-01
9.635688e+00	9.635688e-01	8.995037e+00		-4.358055e-01
9.646890e+00	9.646890e-01	9.016394e+00		-4.361471e-01
9.658109e+00	9.658109e-01	9.029017e+00		-3.892787e-01
9.669353e+00	9.669353e-01	9.032527e+00		-4.012612e-01
9.680629e+00	9.680629e-01	9.026656e+00		-4.123563e-01
9.691841e+00	9.691841e-01	9.011964e+00		-4.214591e-01
9.703096e+00	9.703096e-01	8.988621e+00		-4.289228e-01
9.714302e+00	9.714302e-01	9.173742e+00		-4.354343e-01
9.725473e+00	9.725473e-01	9.290340e+00		-3.844454e-01
9.736696e+00	9.736696e-01	9.308478e+00		-3.938126e-01
9.747991e+00	9.747991e-01	9.317902e+00		-4.025240e-01
9.759160e+00	9.759160e-01	9.176658e+00		-4.102888e-01
9.770426e+00	9.770426e-01	8.938674e+00		-4.171452e-01
9.781701e+00	9.781701e-01	8.979894e+00		-4.229822e-01
9.792896e+00	9.792896e-01	9.009130e+00		-4.279916e-01
9.804125e+00	9.804125e-01	9.026100e+00		-4.320972e-01
9.815397e+00	9.815397e-01	9.031070e+00		-4.349080e-01
9.826617e+00	9.826617e-01	9.024174e+00		-4.368235e-01
9.837793e+00	9.837793e-01	9.085718e+00		-4.377838e-01
9.849045e+00	9.849045e-01	9.330961e+00		-3.878079e-01
9.860313e+00	9.860313e-01	9.355247e+00		-3.996920e-01
9.871534e+00	9.871534e-01	9.369909e+00		-4.109268e-01
9.882723e+00	9.882723e-01	9.470795e+00		-4.205139e-01
9.894009e+00	9.894009e-01	9.475447e+00		-4.282319e-01
9.905200e+00	9.905200e-01	9.471253e+00		-4.349452e-01
9.916417e+00	9.916417e-01	9.457734e+00		-3.819293e-01
9.927676e+00	9.927676e-01	9.319077e+00		-3.911486e-01
9.938884e+00	9.938884e-01	9.300723e+00		-3.998080e-01
9.950161e+00	9.950161e-01	9.216786e+00		-4.077953e-01
9.961304e+00	9.961304e-01	9.436034e+00		-4.147505e-01
9.972561e+00	9.972561e-01	9.219246e+00		-4.207846e-01
9.983759e+00	9.983759e-01	9.260270e+00		-4.259678e-01
9.995024e+00	9.995024e-01	9.375334e+00		-4.305777e-01
1.000627e+01	1.000627e+00	9.400737e+00		-4.342605e-01
1.001754e+01	1.001754e+00	9.299949e+00		-4.367063e-01
1.002872e+01	1.002872e+00	9.313824e+00		-4.384655e-01
1.003995e+01	1.003995e+00	9.314674e+00		-4.388923e-01
1.005114e+01	1.005114e+00	9.302432e+00		-4.044161e-01
1.006241e+01	1.006241e+00	9.515933e+00		-4.163501e-01
1.007362e+01	1.007362e+00	9.652166e+00		-4.267226e-01
1.008487e+01	1.008487e+00	9.653270e+00		-4.351113e-01
1.009606e+01	1.009606e+00	9.720370e+00		-4.423967e-01
1.010734e+01	1.010734e+00	9.711116e+00		-3.815242e-01
1.011861e+01	1.011861e+00	9.359393e+00		-3.913505e-01
1.012980e+01	1.012980e+00	9.368316e+00		-4.006477e-01
1.014104e+01	1.014104e+00	9.140129e+00		-4.093359e-01
1.015225e+01	1.015225e+00	9.216317e+00		-4.171847e-01
1.016353e+01	1.016353e+00	9.505545e+00		-4.242546e-01
1.017471e+01	1.017471e+00	9.537957e+00		-4.305022e-01
1.018592e+01	1.018592e+00	9.459720e+00		-4.359345e-01
1.019718e+01	1.019718e+00	9.549739e+00		-4.402630e-01
1.020842e+01	1.020842e+00	9.562503e+00		-4.434748e-01
1.021967e+01	1.021967e+00	9.560964e+00		-4.460797e-01
1.023085e+01	1.023085e+00	9.593809e+00		-4.474208e-01
1.024209e+01	1.024209e+00	9.578591e+00		-4.406718e-01
1.025331e+01	1.025331e+00	9.801394e+00		-4.496255e-01
1.026452e+01	1.026452e+00	9.796428e+00		-4.582902e-01
1.027576e+01	1.027576e+00	9.767940e+00		-3.916335e-01
1.028706e+01	1.028706e+00	9.728656e+00		-4.026203e-01
1.029822e+01	1.029822e+00	9.553257e+00		-4.128131e-01
1.030951e+01	1.030951e+00	9.624529e+00		-4.223774e-01
1.032072e+01	1.032072e+00	9.793794e+00		-4.310702e-01
1.033190e+01	1.033190e+00	9.819709e+00		-4.388901e-01
1.034313e+01	1.034313e+00	9.970038e+00		-4.456392e-01
1.035439e+01	1.035439e+00	9.988733e+00		-4.511152e-01
1.036559e+01	1.036559e+00	1.004939e+01		-4.549806e-01
1.037686e+01	1.037686e+00	1.004369e+01		-4.581223e-01
1.038812e+01	1.038812e+00	1.020712e+01		-4.602259e-01
1.039932e+01	1.039932e+00	1.002059e+01		-4.633902e-01
1.041059e+01	1.041059e+00	9.956449e+00		-4.734796e-01
1.042176e+01	1.042176e+00	1.007823e+01		-4.094299e-01
1.043307e+01	1.043307e+00	9.862879e+00		-4.322526e-01
1.044421e+01	1.044421e+00	9.898065e+00		-4.283965e-01
1.045554e+01	1.045554e+00	1.000210e+01		-4.393898e-01
1.046667e+01	1.046667e+00	1.003053e+01		-4.493211e-01
1.047797e+01	1.047797e+00	1.013023e+01		-4.581228e-01
1.048919e+01	1.048919e+00	1.023463e+01		-4.654486e-01
1.050044e+01	1.050044e+00	1.023352e+01		-4.709698e-01
1.051163e+01	1.051163e+00	1.030390e+01		-4.743177e-01
1.052290e+01	1.052290e+00	1.025731e+01		-4.768844e-01
1.053407e+01	1.053407e+00	1.033640e+01		-4.859812e-01
1.054536e+01	1.054536e+00	1.002902e+01		-4.384997e-01
1.055661e+01	1.055661e+00	1.004889e+01		-4.285489e-01
1.056777e+01	1.056777e+00	1.007925e+01		-4.421283e-01
1.057903e+01	1.057903e+00	1.020801e+01		-4.551150e-01
1.059024e+01	1.059024e+00	1.030001e+01		-4.668976e-01
1.060147e+01	1.060147e+00	1.031002e+01		-4.771810e-01
1.061275e+01	1.061275e+00	1.040945e+01		-4.858862e-01
1.062391e+01	1.062391e+00	1.030228e+01		-4.918076e-01
1.063522e+01	1.063522e+00	1.036838e+01		-4.949968e-01
1.064636e+01	1.064636e+00	1.033492e+01		-5.031568e-01
1.065763e+01	1.065763e+00	1.022350e+01		-4.713430e-01
1.066891e+01	1.066891e+00	1.016889e+01		-4.469718e-01
1.068008e+01	1.068008e+00	1.040008e+01		-4.627844e-01
1.069132e+01	1.069132e+00	1.052185e+01		-4.776870e-01
1.070256e+01	1.070256e+00	1.063836e+01		-4.909139e-01
1.071380e+01	1.071380e+00	1.063545e+01		-5.023792e-01
1.072498e+01	1.072498e+00	1.065713e+01		-5.111791e-01
1.073628e+01	1.073628e+00	1.066994e+01		-5.153740e-01
1.074748e+01	1.074748e+00	1.050424e+01		-5.223934e-01
1.075868e+01	1.075868e+00	1.051219e+01		-4.514972e-01
1.076996e+01	1.076996e+00	1.066327e+01		-4.705495e-01
1.078115e+01	1.078115e+00	1.070039e+01		-4.885889e-01
1.079239e+01	1.079239e+00	1.081151e+01		-5.048909e-01
1.080368e+01	1.080368e+00	1.079197e+01		-5.192121e-01
1.081489e+01	1.081489e+00	1.088629e+01		-5.305322e-01
1.082608e+01	1.082608e+00	1.082510e+01		-5.363728e-01
1.083731e+01	1.083731e+00	1.066359e+01		-4.527576e-01
1.084853e+01	1.084853e+00	1.068086e+01		-4.748218e-01
1.085975e+01	1.085975e+00	1.083226e+01		-4.964678e-01
1.087100e+01	1.087100e+00	1.086372e+01		-5.163467e-01
1.088227e+01	1.088227e+00	1.090866e+01		-5.338827e-01
1.089352e+01	1.089352e+00	1.088723e+01		-5.482545e-01
1.090474e+01	1.090474e+00	1.095378e+01		-5.565712e-01
1.091598e+01	1.091598e+00	1.082356e+01		-4.715527e-01
1.092720e+01	1.092720e+00	1.089786e+01		-4.970296e-01
1.093840e+01	1.093840e+00	1.096340e+01		-5.213299e-01
1.094961e+01	1.094961e+00	1.096318e+01		-5.431433e-01
1.096086e+01	1.096086e+00	1.100050e+01		-5.618248e-01
1.097210e+01	1.097210e+00	1.107456e+01		-5.749351e-01
1.098329e+01	1.098329e+00	1.090185e+01		-4.840836e-01
1.099459e+01	1.099459e+00	1.098226e+01		-5.136932e-01
1.100581e+01	1.100581e+00	1.107786e+01		-5.415893e-01
1.101700e+01	1.101700e+00	1.107129e+01		-5.663023e-01
1.102829e+01	1.102829e+00	1.107673e+01		-5.868915e-01
1.103951e+01	1.103951e+00	1.092189e+01		-5.991873e-01
1.105075e+01	1.105075e+00	1.094806e+01		-5.192320e-01
1.106197e+01	1.106197e+00	1.092706e+01		-5.521941e-01
1.107320e+01	1.107320e+00	1.090396e+01		-5.818029e-01
1.108439e+01	1.108439e+00	1.089729e+01		-6.063438e-01
1.109560e+01	1.109560e+00	1.074232e+01		-6.217168e-01
1.110690e+01	1.110690e+00	1.076984e+01		-5.444189e-01
1.111813e+01	1.111813e+00	1.072043e+01		-5.815252e-01
1.112936e+01	1.112936e+00	1.070084e+01		-6.137427e-01
1.114059e+01	1.114059e+00	1.051107e+01		-6.375561e-01
1.115181e+01	1.115181e+00	1.047294e+01		-5.509168e-01
1.116301e+01	1.116301e+00	1.033310e+01		-5.941710e-01
1.117423e+01	1.117423e+00	1.018793e+01		-6.318014e-01
1.118549e+01	1.118549e+00	1.004383e+01		-6.592332e-01
1.119674e+01	1.119674e+00	9.834955e+00		-5.778834e-01
1.120793e+01	1.120793e+00	9.754415e+00		-6.257203e-01
1.121918e+01	1.121918e+00	9.529574e+00		-6.651542e-01
1.123038e+01	1.123038e+00	9.281402e+00		-5.726788e-01
1.124164e+01	1.124164e+00	9.119368e+00		-6.296643e-01
1.125287e+01	1.125287e+00	8.874050e+00		-6.772171e-01
1.126413e+01	1.126413e+00	8.580809e+00		-5.858698e-01
1.127533e+01	1.127533e+00	8.321625e+00		-6.500815e-01
1.128656e+01	1.128656e+00	8.030090e+00		-7.019033e-01
1.129782e+01	1.129782e+00	7.665794e+00		-6.225926e-01
1.130904e+01	1.130904e+00	7.383511e+00		-6.913613e-01
1.132027e+01	1.132027e+00	7.013184e+00		-6.025168e-01
1.133150e+01	1.133150e+00	6.646775e+00		-6.863103e-01
1.134269e+01	1.134269e+00	6.227078e+00		-7.484282e-01
1.135393e+01	1.135393e+00	5.824970e+00		-6.946030e-01
1.136518e+01	1.136518e+00	5.430645e+00		-7.672422e-01
1.137641e+01	1.137641e+00	4.950574e+00		-7.228543e-01
1.138764e+01	1.138764e+00	4.530687e+00		-6.610996e-01
1.139886e+01	1.139886e+00	4.080237e+00		-7.728383e-01
1.141010e+01	1.141010e+00	3.582111e+00		-7.336666e-01
1.142135e+01	1.142135e+00	3.116626e+00		-6.917658e-01
1.143258e+01	1.143258e+00	2.639789e+00		-8.308646e-01
1.144378e+01	1.144378e+00	2.157569e+00		-8.273534e-01
1.145501e+01	1.145501e+00	1.662725e+00		-8.344422e-01
1.146624e+01	1.146624e+00	1.201563e+00		-8.567550e-01
1.147750e+01	1.147750e+00	7.540659e-01		-8.970464e-01
1.148871e+01	1.148871e+00	4.121441e-01		-8.126368e-01
1.149995e+01	1.149995e+00	1.725420e-01		-9.251508e-01
